,NIP,1900-Q000001,1900-Q000002,1900-Q000003,1900-Q000004,1901-Q000001,1901-Q000002,1901-Q000003,1901-Q000004,1902-Q000001,1902-Q000002,1902-Q000003,1902-Q000004,1903-Q000001,FT1,FV1,FT2,FV2
269,N200801252,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
270,N200801541,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
271,N200801968,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
272,N200802092,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
273,N200802103,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
274,N200802194,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
275,N200802253,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
276,N200802677,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
277,N200802981,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
278,N200803069,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
279,N200803093,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
280,N200803270,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
281,N200803440,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
282,N200804219,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
283,N200804605,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
284,N200804671,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
285,N200804686,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
286,N200804849,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
287,N200805703,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
288,N200805948,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
289,N200805994,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
290,N200806103,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
291,N200806337,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
292,N200806496,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
293,N200806716,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
294,N200900243,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
295,N200900279,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
296,N200900366,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
297,N200900380,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
298,N200901422,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
299,N200901563,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
300,N200901835,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
301,N200902024,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
302,N200902650,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
303,N200902716,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
304,N200902874,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
305,N200902975,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
306,N200903137,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
307,N200903189,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
308,N200903418,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
309,N200903552,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
310,N200903723,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
311,N200903761,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
312,N200903854,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
313,N200903897,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
314,N200904151,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
315,N200904254,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
316,N200904257,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
317,N200904592,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
318,N200904623,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
319,N200904694,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
320,N200904705,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
321,N200904865,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
322,N200904972,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
323,N200905043,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
324,N200905446,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
325,N200905507,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
326,N200905749,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
327,N200906032,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
328,N200906200,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
329,N200906515,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
330,N200906679,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
331,N201000011,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
332,N201000080,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
333,N201000213,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
334,N201000411,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
335,N201000619,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
336,N201000626,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
337,N201000858,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
338,N201000969,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
339,N201001103,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
340,N201001128,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
341,N201002419,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
342,N201002853,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
343,N201002871,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
344,N201002993,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
345,N201003098,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
346,N201003278,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
347,N201003757,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
348,N201003966,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
349,N201004076,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
350,N201004260,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
351,N201004530,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
352,N201004575,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
353,N201004696,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
354,N201005274,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
355,N201005342,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
356,N201005482,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
357,N201005921,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
358,N201006009,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
359,N201006134,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
360,N201006229,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
361,N201006713,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
362,N201006915,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
363,N201006939,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
364,N201100170,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
365,N201100232,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
366,N201100250,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
367,N201100365,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
368,N201101068,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
369,N201101556,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
370,N201101562,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
371,N201101571,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
372,N201101601,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
373,N201101630,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
374,N201101677,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
375,N201101698,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
376,N201101942,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
377,N201102006,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
378,N201102028,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
379,N201102217,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
380,N201102366,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
381,N201102381,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
382,N201102487,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
383,N201102948,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
384,N201103278,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
385,N201103512,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
386,N201103955,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
387,N201104055,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
388,N201104079,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
389,N201104285,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
390,N201104936,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
391,N201105089,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
392,N201105263,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
393,N201105404,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
394,N201105651,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
395,N201105723,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
396,N201105767,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
397,N201105935,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
398,N201106067,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
399,N201106308,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
400,N201106437,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
401,N201106594,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
402,N201106645,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
403,N201106657,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
404,N201106775,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
405,N201106871,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
406,N201200301,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
407,N201200471,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
408,N201200605,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
409,N201200611,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
410,N201200692,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
411,N201200769,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
412,N201201037,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
413,N201201404,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
414,N201201519,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
415,N201201591,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
416,N201201727,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
417,N201201762,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
418,N201201829,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
419,N201201911,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
420,N201201963,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
421,N201201971,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
422,N201201997,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
423,N201202215,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
424,N201202367,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
425,N201202658,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
426,N201202712,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
427,N201202902,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
428,N201202930,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
429,N201203059,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
430,N201203081,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
431,N201203100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
432,N201203105,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
433,N201203201,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
434,N201203346,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
435,N201203378,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
436,N201203641,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
437,N201203646,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
438,N201203710,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
439,N201203718,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
440,N201203856,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
441,N201204042,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
442,N201204504,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
443,N201204512,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
444,N201204544,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
445,N201204825,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
446,N201204874,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
447,N201204984,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
448,N201205073,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
449,N201205149,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
450,N201205353,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
451,N201205438,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
452,N201205446,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
453,N201205511,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
454,N201205659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
455,N201205688,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
456,N201205846,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
457,N201205940,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
458,N201206329,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
459,N201206459,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
460,N201206576,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
461,N201206698,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
462,N201206935,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
463,N201206974,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
464,N201300201,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
465,N201300441,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
466,N201300982,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
467,N201300990,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
468,N201301062,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
469,N201301088,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
470,N201301183,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
471,N201301191,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
472,N201301218,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
473,N201301403,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
474,N201301842,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
475,N201302006,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
476,N201302049,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
477,N201302067,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
478,N201302086,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
479,N201302345,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
480,N201302433,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
481,N201302457,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
482,N201302471,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
483,N201302642,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
484,N201302780,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
485,N201302902,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
486,N201303226,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
487,N201303466,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
488,N201303502,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
489,N201303503,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
490,N201303568,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
491,N201303603,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
492,N201303862,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
493,N201303893,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
494,N201303927,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
495,N201304060,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
496,N201304153,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
497,N201304167,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
498,N201304212,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
499,N201304295,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
500,N201304431,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
501,N201304664,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
502,N201304742,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
503,N201304829,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
504,N201304833,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
505,N201304875,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
506,N201305036,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
507,N201305180,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
508,N201305357,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
509,N201305580,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
510,N201305679,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
511,N201305765,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
512,N201305815,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
513,N201305983,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
514,N201305984,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
515,N201306174,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
516,N201306207,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
517,N201306365,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
518,N201306481,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
519,N201306912,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
520,N201307104,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
521,N201307139,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
522,N201307150,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
523,N201307177,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
524,N201307216,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
525,N201307363,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
526,N201307572,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
527,N201307574,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
528,N201307649,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
529,N201307669,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
530,N201307828,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
531,N201307932,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
532,N201307968,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
533,N201307998,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
534,N201308004,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
535,N201400002,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
536,N201400158,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
537,N201400228,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
538,N201400337,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
539,N201400367,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
540,N201400528,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Radiothérapie
